product_id,quantity,wholesale_cost,sale_price,supplier_id
NKI3XIQEMWLK,425,47.8,71.6,MAJZPZCE
CMYDSFD81OP3,4469,411.49,565.8,TNBGXNKC
WUE1I6AD251R,918,47.8,64.1,DSGVMPYY
JLRVWFV0WG36,6367,391.44,559.76,FLXUVLWD
OJN06NW9SD5A,3388,399.41,738.11,XYQVBOAQ
HI663O9J96UF,961,45.59,52.61,OJPJLVWV
VIFGASX7KRHM,5326,408.79,723.56,LUVIKHIG
BBRG44UG8LLF,1602,142.85,171.13,FHIMGLEY
EYM22US21HJA,3868,370.51,563.92,IJJIIIVH
Z2EXIVQ6JKEL,6462,386.16,663.42,KDXPSEPZ
2JC38EUNJXCD,7464,455.63,590.95,QIJEYJNR
R8O4HMCJI9A1,2879,123.34,139.99,OJPJLVWV
9STBHDBBV8VO,1944,148.13,197.61,RJVOUJCT
2OYCIHKQ7GQ0,3588,429.2,715.48,QIJEYJNR
FEMPB325Y79E,3464,411.49,555.51,ZOQGODSQ
ZILU4NGEJUX4,331,12.39,16.28,LKAVWAZW
CNWO4JY6CO74,660,27.29,31.14,GZSKUPRR
28X8Q802DECG,95,5.98,9.49,CUPAMHHF
CGHR948Q0IEN,3642,369.22,418.7,DSGVMPYY
HFRQEU0BV1D6,6113,375.7,642.82,SMGBRLRY
NBJIZX2D4VYR,197,11.45,17.87,FOOARRMY
63DR1ADRK1OD,3414,402.08,555.67,IJHLHXKN
3HGKESRJJ20R,4846,404.76,491.78,MRJAKYTF
FLNPQ9GZF36A,4524,378.3,504.65,MAJZPZCE
EH19IJK562GR,1682,108.13,128.24,IDTSLATK
CLU8EC8129ZX,971,46.69,56.63,FHIMGLEY
EC4CVRINVUQ8,1802,128.32,193.89,IDTSLATK
TMUV7IX1HRK4,2597,134.22,246.03,LUVIKHIG
I0RY8Q881M2W,4857,377.0,704.99,MTFFNYXN
6OZWEGIHVCFS,5172,355.12,419.75,WUYUBNMD
JG84M3Q4IFZ4,4611,348.79,625.38,LKAVWAZW
XJOJBZNA88IO,5612,422.35,676.18,FLXUVLWD
8MQCW0A4CNKO,3215,418.27,632.84,TIJFWNLU
BRHR4UMJC54P,3726,382.22,611.17,CBSKJIQI
ZO9U3OIQQG0R,7197,362.78,491.2,WNPVEYAW
5ECUGI70W627,4082,441.64,563.09,SMGBRLRY
ALAE7AR4OUL1,1261,114.44,170.52,UNDKILTU
3MFZXSWA3CRZ,2670,123.34,224.36,DJVDYUAU
VUUGWCGZTM5R,4372,410.14,596.75,SZQROLOF
8GE1X331CQ7V,6844,410.14,459.36,RJVOUJCT
5SF5ULXVK7SA,5340,425.09,615.96,TQIBFCOR
8R6T0COA6HC8,4575,386.16,493.9,ODSKZBBP
CII1RNR93ONY,7170,419.63,791.42,OBUHDMHG
ZX9C6KBSEX0N,4751,434.71,519.48,ODSKZBBP
W78UTWM59LHJ,3900,386.16,489.26,UNDKILTU
FEMJ4RBKNI9Y,6381,427.83,561.31,CUPAMHHF
SCKV5C24VY94,6630,357.67,604.46,TNBGXNKC
W8NIQPJA75YE,7345,422.35,680.41,BUOPLBCJ
PTVHKZM556QZ,7112,395.42,502.97,UEULUNWM
VGHEAZ1HJD01,1105,116.84,146.28,CBSKJIQI
R99MOJNYLNI2,2468,156.2,247.89,VUPIBWMC
3A165XMLF37S,2549,133.37,223.93,ACUGYYCR
PEV6WEDPHPGC,1638,111.27,128.29,TNBGXNKC
7U572Y9XO8OW,5087,427.83,619.5,IDTSLATK
E1LIOK2LXQ17,6818,426.46,645.23,LKAVWAZW
2UVBCLOS9S08,5279,410.14,624.23,LZAGUZZM
4GQ60433SY0O,3301,425.09,706.92,OHQKTJPS
Y5YK0DEYYJ5E,763,31.39,51.89,EBBKIVVU
KY181AM55S35,2172,128.32,144.36,SMGBRLRY
MFHQ9V2QJWAT,5820,495.77,607.81,CBSKJIQI
AKOMOHHGIUMI,3794,412.84,724.95,IJHLHXKN
E3WDPI1AL4DC,7040,390.12,669.06,QIJEYJNR
CCKPECWB0NS7,3244,426.46,568.04,FHIMGLEY
707CVRD5MDT5,6061,395.42,685.26,OHQKTJPS
2S521ZIWWILM,60,4.22,7.85,ALPISKWD
FCN9WRLEATZ8,414,49.48,60.61,FHIMGLEY
02L2URUH5Z5T,2355,116.04,150.74,RJVOUJCT
KF10IHEQE47H,383,8.81,12.02,TIJFWNLU
S8VJJV3BLMUY,4370,399.41,496.87,TNBGXNKC
9OHK8R1ODOR9,1994,103.5,139.41,IJJIIIVH
39QRY6STL2LU,3660,398.08,658.03,SMGBRLRY
JDT5IV6SY5RG,5792,414.2,536.39,XYQVBOAQ
AIUTI30X4TMA,6467,380.92,697.46,LKAVWAZW
G7A9CICTVKZS,7293,414.2,615.5,PUSEAHDI
HVHUL58OUNCC,3582,419.63,763.31,NFFBZLEF
C6WAXBUC13XU,587,41.84,61.55,FOOARRMY
YGPZOME3CWZT,191,12.39,14.79,MOICPPVT
33EY47R7UGMT,3738,494.31,935.23,MOICPPVT
BJT0NSHTC8HB,2084,124.99,225.86,GZSKUPRR
UCCXE5D9LCR6,941,32.8,51.63,JHYQAPFL
ICFADG50R282,6994,416.91,487.78,XUBNCBUO
QPE9UPS5W1LC,708,33.28,56.11,MRJAKYTF
GAOIKWRYI0N2,514,38.22,54.88,VCFXVKJQ
8DSZIE8WN1DQ,474,34.73,59.21,QIJEYJNR
NJA93VB9977Q,4379,398.08,689.47,MAJZPZCE
7UZQ62UP010P,2475,134.22,221.06,JUTEJFAR
U1XUEC5O08UG,2200,139.37,166.97,ALPISKWD
91Z7QBL4ORND,3163,342.51,521.64,LKAVWAZW
GHAUDRRUVQE6,7084,414.2,635.8,JPSKHNZQ
BOZD86GHPT34,2068,144.6,235.84,AZAIREQV
MVG1TQGOW1I1,6458,440.25,589.05,KDXPSEPZ
4JUOCLD45X3W,761,44.51,73.89,LYZVAUXB
J2OY8RL0GSQS,1617,128.32,225.07,NFFBZLEF
57SG1YDPWU62,2814,139.37,220.76,BUOPLBCJ
W0OTMHN5JA6Y,2673,125.82,198.42,AZAIREQV
VMWWUSQ7B763,4323,378.3,493.68,XYQVBOAQ
ZSWF1VFMYXHA,6179,387.48,716.84,FLXUVLWD
8M2SX5019O39,4945,408.79,457.44,PXNYWTPX
FDOE73RXJ3VR,6466,436.09,511.53,JUTEJFAR
PVGK9CXRZBOB,5455,348.79,657.47,REFSVATM
SYNC4BL44FUG,5046,433.33,502.66,XHTQUBBH
E5RMLWOJIYQC,5896,414.2,644.91,IDTSLATK
0AF7YWU9US0J,2499,125.82,183.95,BUOPLBCJ
NMKNUUQTYQDG,3250,429.2,699.17,TQIBFCOR
LG44VGNGJ1OP,1320,126.65,177.44,ALPISKWD
3TL9OBE5YNDC,5365,404.76,685.26,EBBKIVVU
YV7WYTKBID0S,4868,406.1,721.23,VNAUBIMF
HOAJCGWP7LQS,434,40.27,45.34,VUPIBWMC
1RZIK9BFX3Z3,4533,379.61,663.94,XUBNCBUO
C4OFJG5HQR4F,5074,429.2,505.17,SZQROLOF
267IVHDH4RLA,6444,353.85,497.87,LYZVAUXB
KTKMM5K9FN5M,4144,443.03,774.42,XHTQUBBH
3JUR3KZ2MFBH,2699,149.02,234.41,LSZQNTOO
SQTNG4MEFSDP,1052,47.8,75.33,QIJEYJNR
7MDJ8IWS99UM,6115,450.02,603.93,SCNJUVFR
MBIXOGURJATT,5721,379.61,434.65,FLXUVLWD
A6J17GQ32MAW,4890,391.44,581.68,XHTQUBBH
LCBJR5N06QJ9,5974,404.76,465.47,ZOQGODSQ
344G4YV254UU,4221,455.63,626.49,JHYQAPFL
ZIYOCSE9AHRB,1105,134.22,221.33,BZFDBMID
D9M15IJK9K4J,4315,404.76,536.71,ZOQGODSQ
6SW5O1VEZCSG,7259,408.79,480.33,JUTEJFAR
WS9H4EE9260P,5530,430.58,673.0,UNDKILTU
H7KFE44PJ4ZN,204,10.84,16.88,REFSVATM
GLZ6PP8OK5FI,6933,384.85,699.27,XYQVBOAQ
CWYKS1RMNSIR,3717,399.41,754.88,LYZVAUXB
YW1F618HAMX0,7446,392.76,479.95,REFSVATM
9GX4W257HGQ5,3003,419.63,610.14,JUTEJFAR
UEQV6X4NUPYR,6748,378.3,697.21,BZFDBMID
7963KUPAX0NJ,3824,402.08,442.69,BZFDBMID
NIFLJSDLMI9K,4462,395.42,578.89,IDTSLATK
8C06JAO9TBTV,4495,448.62,738.43,VUPIBWMC
FJHPS02KCXW3,6246,395.42,527.89,OBUHDMHG
YI6O3714AEJS,1594,135.08,150.48,LZAGUZZM
DTL6VRP7HPAL,7105,391.44,531.58,UNDKILTU
9R2FTND42BDT,2329,130.84,219.81,UNDKILTU
XHI3M76NVQ7O,2655,129.99,171.46,LSZQNTOO
ES36BPLVYDXJ,7061,371.8,584.84,IDTSLATK
WNKVRYOFZQM5,3415,419.63,733.09,MRJAKYTF
N45LKPP1C7J8,6758,454.23,657.73,TNBGXNKC
BNDTH30DMUM7,1287,120.89,187.62,IDTSLATK
DU0LQTMLMAYP,782,33.28,37.64,SMGBRLRY
DOFSS6A82IE8,3693,412.84,699.76,ZOQGODSQ
U2XQQ2ZQEU90,4087,386.16,688.14,CBSKJIQI
PK82TDT34YCG,6283,458.45,827.04,XUBNCBUO
6KILJ0U1E1QQ,2879,112.85,192.75,XHTQUBBH
8RC9X5BWTBFY,4495,390.12,732.26,SZQROLOF
QMS5RTZJ5T0E,4685,403.42,676.94,IJHLHXKN
RF7BTMGO9V0X,416,36.21,48.92,XHTQUBBH
GITJ8LXYD6UM,2825,116.04,167.21,QQWFFXLL
ZN6N6PVFCI5Z,2864,114.44,132.75,XYQVBOAQ
QUTVTPI334OB,7080,418.27,531.62,DSGVMPYY
E6JONQGFAE61,2546,129.16,182.89,BZFDBMID
UOSDV23TGWAO,7006,386.16,656.09,PXNYWTPX
DTGVND6AHR8Q,2719,101.97,167.84,FOOARRMY
I4A3CGHABR9M,908,35.71,60.06,FOOARRMY
S7N3V0WVCT6H,6380,375.7,590.98,WNPVEYAW
V6LFMT1BHC91,804,46.69,52.62,TIJFWNLU
7Z3QKXQETOPB,2708,129.99,242.56,IJHLHXKN
9USWKZ9O2FE9,4541,382.22,553.07,LZAGUZZM
01UDGIHTUVWJ,7430,387.48,709.86,XYQVBOAQ
9641JBIJ71F3,3193,388.8,554.43,DSGVMPYY
EX2ZTYKVS4I2,3126,378.3,650.68,MRJAKYTF
CKKNF7GZ9YEW,4974,422.35,576.93,IJHLHXKN
PD2YUKK3OIG3,3993,495.77,614.26,CBSKJIQI
63BWDFVQ90X8,52,0.68,0.78,JUTEJFAR
9680T83YU25N,7184,438.86,554.72,MOICPPVT
EHK25HF13ZPW,6394,373.1,705.16,OYIQXTGU
1LS1GMRD8F7J,5450,444.43,554.65,ACUGYYCR
3160RJ0F900A,3146,452.82,617.19,NOKKJHIF
K38621B6G1LF,4593,450.02,803.74,VCFXVKJQ
52SWAJQ3YV7W,1726,123.34,223.86,QIJEYJNR
64GQ6IPKIZK0,1721,120.89,146.16,BUOPLBCJ
ULAB7FJ9HISE,5924,338.76,571.49,OYIQXTGU
5HRI4SBTGL1O,2848,117.64,159.76,TIJFWNLU
UDE9XRYOTFYA,5172,418.27,503.18,OBUHDMHG
MS3NZRE0UGRA,1661,129.99,207.59,TQIBFCOR
1GE4Z43AMPWF,5420,406.1,473.11,KDXPSEPZ
EI6ZIF4D5K22,4049,426.46,576.57,QQWFFXLL
584ZDTSNZ4EK,4245,471.23,566.89,SZQROLOF
O8WY10ZHEKK9,6230,360.22,439.83,MOICPPVT
8BXKF072J2GT,3141,395.42,697.92,CBSKJIQI
GLV2VUSJSPXL,6054,398.08,649.67,JHYQAPFL
J3NSU2QH1BMZ,6980,375.7,538.38,PXNYWTPX
UVUX6EE239FZ,1767,139.37,161.25,NFFBZLEF
6JEXVC1YVSZU,7030,427.83,731.59,XYQVBOAQ
YRBSSOZ7CHDD,5534,425.09,536.89,BUOPLBCJ
PL5WHMW1WLEA,3004,419.63,791.0,OBUHDMHG
OOVAZ3ZNL7FI,2878,108.13,194.09,VNAUBIMF
YEM592NXBBUD,7291,353.85,576.42,BUNCEFOX
76JEFGI51YIO,235,9.95,16.03,ZOQGODSQ
AI1ASBAUFOOH,2010,124.99,186.61,VUPIBWMC
FX7DCDSV8IDT,5324,388.8,452.95,ODSKZBBP
LIPN9K0AIUKC,5510,391.44,487.73,CUPAMHHF
EAJWM94WTLDW,1673,119.26,186.64,OYIQXTGU
R1ZYRY4FG0LI,3946,375.7,607.51,NENPWMRN
VHM2T11VRKLP,1931,124.17,168.62,ACUGYYCR
PZZNURIX2UVX,3781,412.84,726.19,AZAIREQV
LRI1OZOIHTTS,2298,130.84,213.14,OYIQXTGU
DQ6OAP1SF084,6399,398.08,440.67,OYIQXTGU
38NZX3OBNZ9N,562,35.71,67.71,OBUHDMHG
Z4OIBXG492OP,4015,378.3,657.11,UNDKILTU
RQA7R96C7HBK,2272,138.51,170.92,NENPWMRN
9BCPW8ZQWJVU,6060,431.95,774.92,JPSKHNZQ
59TKKO0EHVLO,721,41.31,78.08,FLXUVLWD
NMPTF5MJH5H3,4540,351.32,606.03,ZOQGODSQ
LAY9OHSUFEM6,73,2.22,3.93,UNDKILTU
42Z6Q0PNXEPJ,2766,128.32,188.37,LYZVAUXB
1ZVDO3GWEWUC,6410,436.09,623.17,WNPVEYAW
MDVJ818IZ4PU,6663,392.76,450.5,MTFFNYXN
EAPTN0TCUPGX,7357,451.42,822.04,JUTEJFAR
GAEAXUFBKZ3X,1766,119.26,145.97,JUTEJFAR
VPDX9G8VACEL,3276,445.82,525.18,VCFXVKJQ
XUNU3HH1OKNJ,728,51.18,80.56,ODSKZBBP
9PQD23RTFOD7,315,11.45,13.03,LSZQNTOO
FXJTJBDE6ZPY,717,37.21,66.98,JUTEJFAR
3LUNPGZQRMU9,6707,414.2,521.89,IJHLHXKN
DX439CMQRI5R,2136,133.37,239.0,BZFDBMID
JXJVMBLZX3I3,3051,425.09,601.5,SCNJUVFR
4BQMX7W7C9Z0,6296,434.71,510.78,PUSEAHDI
3QPQTLBZNBWG,6045,400.75,555.44,JUTEJFAR
KJC96GQYK4SN,7209,422.35,476.41,TQIBFCOR
GU5AUOTSGJ5U,7488,370.51,484.63,DSGVMPYY
GHZAFNENGQTE,4404,406.1,543.36,NENPWMRN
ZXOGF8N18KG9,6852,423.72,761.85,MOICPPVT
ZDQMYBVOGDKI,1761,122.52,210.73,VCFXVKJQ
YBUDQM46BQT3,5557,431.95,633.24,FOOARRMY
VA3SVRU4N4OV,5004,411.49,602.01,BZFDBMID
ABPVRDVCY03U,6626,379.61,498.05,VUPIBWMC
YE7XJMI29047,5566,402.08,716.91,MAJZPZCE
0A4N4KH84GR3,509,47.24,63.35,MTFFNYXN
1E9TPPW8AWDR,7430,382.22,601.61,LKAVWAZW
7LFJG60IAHN7,470,40.27,63.71,TQIBFCOR
62YFSDLX09HQ,3891,422.35,627.19,KDXPSEPZ
OTCZZJPT52J0,632,33.28,39.07,XYQVBOAQ
PVQ6TFBAVT30,4081,414.2,579.88,QIJEYJNR
OI3XDLS5D5IS,4363,351.32,637.65,UEULUNWM
VCKQIECQ7BB5,693,29.08,47.37,IDTSLATK
DRUTO23WS0I8,7007,411.49,474.04,QQWFFXLL
O7L10KHQ2YDF,1145,105.03,188.21,FLXUVLWD
5I1TJFSQWWQN,908,31.39,59.39,WUYUBNMD
AZRY2XU1LF6H,6933,398.08,721.32,UEULUNWM
SDLYHQXEB2UN,4335,404.76,490.16,IJJIIIVH
2CE4JRTWBL4S,794,41.31,77.95,VNAUBIMF
7XK9NHIQZ9VQ,1714,123.34,184.27,SZQROLOF
QBKYL38V2K57,7348,434.71,530.78,JHYQAPFL
PK3VHVLBT46D,3836,404.76,607.95,LKAVWAZW
GLTAVY0QZEZS,6850,395.42,740.23,WUYUBNMD
Z9YUAI6QF4B9,4723,400.75,650.02,QIJEYJNR
723ODEDONXIV,2532,119.26,191.77,MTFFNYXN
RQXE9CTVA8VP,659,30.46,56.9,IJJIIIVH
DLPFKPUU9WU6,2422,120.89,176.14,VCFXVKJQ
Z5T4CIXZABA0,6,0.59,1.08,NENPWMRN
6CJTKTG0AB5S,4111,404.76,591.35,RJVOUJCT
YL8WQ0OT65X3,6396,471.23,703.08,FOOARRMY
ECD4P4M9SCQY,4614,380.92,591.95,MAJZPZCE
FWTOZDY9HCRK,1271,113.64,194.55,CBSKJIQI
LGZ218OWUVWW,2112,103.5,183.61,ODSKZBBP
PFYNE0ZR4CUU,2105,120.89,197.78,FLXUVLWD
KJANW6ELSMFR,5248,476.96,835.63,WNPVEYAW
476BOBTCZ2A0,2866,151.69,196.14,QIJEYJNR
Y4AUXR3ZU16F,412,25.98,48.69,PXNYWTPX
A8LTDZOX50D6,1617,113.64,165.01,SCNJUVFR
EY7JPDR92ETZ,3719,384.85,699.27,IDTSLATK
697MIQ7WH3F5,4084,416.91,762.95,UEULUNWM
C3Z8648QKQGI,3493,426.46,545.44,XHTQUBBH
0NXN6KVV0W4R,1296,124.99,157.86,ZOQGODSQ
YWJRP5FNEN0Q,6596,441.64,593.12,DJVDYUAU
IMKDPW7HLDXD,3465,361.5,663.35,QQWFFXLL
2BLKYE27D0KQ,5722,391.44,606.34,FHIMGLEY
BKPJ094K8WWJ,4393,396.75,578.86,OBUHDMHG
EN1MX6AUZD8W,6773,437.48,787.46,NFFBZLEF
4B2R0BA9NMTB,4782,371.8,689.32,UEULUNWM
Q2DY109WH5IJ,1589,134.22,249.65,TQIBFCOR
U62VZ8TBPQEQ,6672,419.63,467.47,IJHLHXKN
ZESI16GTZ8LC,180,14.03,16.05,XHTQUBBH
JP3L1SL6RXRR,3273,374.4,631.24,IJJIIIVH
JGUDJ63JRBSU,6753,399.41,636.66,NOKKJHIF
TL50306U8RLN,695,21.4,28.48,MOICPPVT
S7PE0UTQ7VY1,2074,112.85,186.65,UNDKILTU
VVP8K0I6ANZ1,2441,115.23,178.61,LZAGUZZM
UV2DNY8NBHSR,5218,400.75,447.24,NFFBZLEF
INQ0X2NOVOCK,4065,402.08,667.45,KDXPSEPZ
FUBJ3QWCUDKU,1498,127.48,188.42,OYIQXTGU
NS6QNCRHO1NY,1782,121.7,158.21,XYQVBOAQ
TRWL4G2CVP2B,6910,422.35,545.68,RJVOUJCT
XKS25TBLFM7J,2162,116.84,147.8,XYQVBOAQ
035SJ029CQ74,2685,128.32,233.16,PUSEAHDI
8XT43Z8O0C2B,5256,337.51,529.55,DSGVMPYY
B23NAW8Y5SCA,6779,396.75,564.18,JUTEJFAR
Z3HRAN6QS55F,343,10.24,16.13,KDXPSEPZ
1CSN8HB33TBN,4034,394.09,499.31,ACUGYYCR
55PSZEWBBG3K,7113,420.99,589.81,OJPJLVWV
3BC12L7EOJRA,7003,400.75,605.53,LZAGUZZM
1IITAU5G3R73,6150,340.01,633.1,QIJEYJNR
ZNQC6VL2T4ZR,443,40.27,49.61,FOOARRMY
LU97EU8HIGH5,7488,411.49,757.14,NFFBZLEF
MXODI7CALRNS,5077,380.92,494.82,WUYUBNMD
UL8IHOLQR8LR,1778,133.37,233.66,MRJAKYTF
GOVCPDZMWY8J,5432,364.07,648.04,KDXPSEPZ
MMT1YJH0F0HG,2782,105.8,158.7,LSZQNTOO
JRNB97OE7MJZ,3433,390.12,601.96,LUVIKHIG
WE2VGSL59T84,597,38.22,63.79,EBBKIVVU
33ZRDFVWYI8J,1357,125.82,224.84,WNPVEYAW
BMUJ4L6OZ587,4726,422.35,500.48,DJVDYUAU
VH41JT0HZDAY,2251,112.05,132.11,REFSVATM
J873LXJEZ9DT,3193,406.1,679.41,DSGVMPYY
WT6LPLOJX08G,3348,400.75,569.47,DJVDYUAU
DNKXMY42XMFE,139,2.22,3.79,VCFXVKJQ
D8OWOAMA548C,5752,425.09,527.96,BZFDBMID
4R8KCD9NC8MH,1717,149.02,254.82,UEULUNWM
E8AVABU6FEE7,6874,380.92,517.29,NENPWMRN
K4B9CFGD8LNM,2942,128.32,190.04,JPSKHNZQ
YIOB05TN9U80,3378,414.2,734.79,QQWFFXLL
OVTCSBBQJFF5,487,30.46,55.71,CUPAMHHF
J3N20WJVOLG7,2034,111.27,147.1,LZAGUZZM
TJNBU81WV3C2,3155,415.55,554.76,TQIBFCOR
P3IQR5KSRGSH,839,32.33,50.63,NFFBZLEF
CHF3621F8YOJ,3609,407.45,624.21,DSGVMPYY
XM8XJG4XJ2EO,5027,402.08,662.23,JPSKHNZQ
UB8VHV5E8LOR,5581,378.3,496.71,CBSKJIQI
I1CC7SW5LXVL,4238,402.08,619.61,RJVOUJCT
A30AIFLOCUBA,3839,451.42,601.74,VUPIBWMC
QMXQPC6YKXI3,3459,425.09,527.96,VUPIBWMC
2EZQVWDAAXOH,3381,416.91,679.56,ODSKZBBP
IMIC99BJ89E3,6928,402.08,633.68,FHIMGLEY
2J36QVASH3YZ,6229,383.54,686.15,PXNYWTPX
HG4II6UKE670,1103,126.65,215.18,TIJFWNLU
NI8ZLNW0FIEN,3863,341.26,642.93,EBBKIVVU
2EE0BMBADC95,4659,400.75,557.04,IJHLHXKN
CHS3T1ERSH3J,2517,116.84,182.62,MAJZPZCE
JDOM3W774EHU,3437,378.3,419.53,XUBNCBUO
9UQFNF1RAW95,141,2.07,2.64,PUSEAHDI
BTA0BZ63H0UT,4624,379.61,653.69,WNPVEYAW
0PP3UANGFQRJ,4693,415.55,668.2,WUYUBNMD
1OVAMLEXLHYG,5282,419.63,774.64,GZSKUPRR
FFGR1HEC0TVJ,1232,139.37,196.23,OBUHDMHG
BKTUTIN0EHH1,6911,443.03,689.8,ODSKZBBP
O6KHWLGBVXTM,5101,443.03,495.31,ODSKZBBP
4IDMI2KEYDRW,4866,390.12,484.14,LYZVAUXB
QGBWXGLVYBIS,1532,111.27,156.11,LKAVWAZW
M47XPKBIIFLN,38,0.27,0.32,VCFXVKJQ
SYLKJIS3USZR,1983,112.05,201.8,TIJFWNLU
BW7OJ4R6NITP,6448,382.22,547.34,NOKKJHIF
AAQEQEIVRKSF,1716,111.27,129.52,DSGVMPYY
APBQY28L1J1E,7026,431.95,815.52,XYQVBOAQ
67JSHQR9CD7K,5590,437.48,577.04,LSZQNTOO
HMTLMADS8MBG,1978,109.69,162.78,XUBNCBUO
6YH0YE3J82L1,5337,408.79,565.36,TIJFWNLU
UIRZRQWMF6YG,2118,123.34,173.29,CUPAMHHF
U82FF0GMDNEY,5554,406.1,466.2,WUYUBNMD
1NJHQ8PP5Y4L,5740,434.71,707.71,ODSKZBBP
VR0R4OO8VZTC,6722,464.12,654.87,JPSKHNZQ
6BWAHTSYG97K,3797,408.79,760.76,SCNJUVFR
K3WCMMMJHT6D,3139,379.61,522.72,PXNYWTPX
KTLSFFMGQW7E,7198,464.12,845.16,MRJAKYTF
MLHHN8HFJKQL,5542,399.41,491.27,SCNJUVFR
YI9TU0MJYW35,5567,403.42,648.7,RJVOUJCT
DMOFDG251C63,1710,124.17,155.59,REFSVATM
TXWMLITHNOM8,1465,112.05,151.16,WNPVEYAW
KH6ZOPJ3OAE0,1429,119.26,155.04,ALPISKWD
3KBD89XB8WVZ,4146,361.5,653.23,LSZQNTOO
Y7VK7S38ON7W,6092,338.76,437.0,OYIQXTGU
KEDSQCITLMYW,1716,141.11,162.14,PXNYWTPX
O7FL9PMWCNK2,1594,136.79,250.19,JPSKHNZQ
N0VJNWUVFYSB,4472,380.92,502.43,QIJEYJNR
YX6ZP6OSMOI3,530,45.05,54.78,BUNCEFOX
8ORZSPR9BSTR,621,46.14,75.85,ZOQGODSQ
S2OXBIMN8QO6,5939,406.1,570.16,DJVDYUAU
20WE8APK4H1V,1549,129.99,205.51,WNPVEYAW
2VP1KV0PDX7O,7163,379.61,460.85,AZAIREQV
UINP3VXK9JWF,4008,459.87,776.26,XUBNCBUO
34PI2MQSEB5X,2290,91.56,138.71,LYZVAUXB
PMBT3TAOUJWO,2884,132.53,251.14,IJHLHXKN
NK0V1Q88790D,5340,346.27,646.14,PXNYWTPX
51MXVB199UV4,6188,412.84,601.1,EBBKIVVU
P4G700DAY8X5,1911,116.84,186.01,XYQVBOAQ
YP92BA1F60IQ,6826,387.48,662.98,BUNCEFOX
RPHGZPXN0EJQ,23,1.0,1.67,TNBGXNKC
JBIKO63ULO88,5010,396.75,510.22,FOOARRMY
MEDHWG54YYPM,1758,135.08,154.8,XYQVBOAQ
PZR9K629FHWP,6257,406.1,620.93,AZAIREQV
9QYYHQFIQPQ3,1239,115.23,202.0,ALPISKWD
F5GSLL3PDB4U,749,42.9,77.22,OYIQXTGU
Q07H36OR0OPL,2795,131.68,179.87,PXNYWTPX
2RDU4GP18VO4,1890,117.64,211.52,FLXUVLWD
AYY3C16MK9DZ,197,9.09,17.19,XUBNCBUO
00LAGW3MHSDH,5528,370.51,430.9,NFFBZLEF
57GU1OW2UUWG,5961,369.22,660.17,VCFXVKJQ
JW6LUFOP48YK,1099,144.6,176.41,LZAGUZZM
I6W7OH6A4WXM,2255,112.05,202.36,NENPWMRN
L81PHLAQFDRT,174,11.45,15.65,LSZQNTOO
EGLI2MH4DK7I,6439,374.4,678.04,NOKKJHIF
R96VIS1FFFXL,4573,458.45,533.64,XUBNCBUO
EHY2V4027SWX,3468,462.7,807.87,OYIQXTGU
SW0AVA1PU9KG,5255,408.79,759.53,VUPIBWMC
X0L9SBYG1TZR,1459,126.65,194.79,PUSEAHDI
LBODKEV5NX17,2515,153.49,280.58,PXNYWTPX
KP5HHVQY8262,5611,406.1,614.84,JHYQAPFL
IXIE7TXYPX94,5076,373.1,464.14,FOOARRMY
AMERT3GTIY5A,4675,441.64,673.5,JPSKHNZQ
UVIMZUXT1EQL,4520,414.2,529.76,LKAVWAZW
VHOPASOMACR3,5290,356.4,538.52,CBSKJIQI
YYZ1OIVMW5HA,1360,124.17,142.67,PUSEAHDI
IM0UINKCYG88,7477,437.48,673.28,TQIBFCOR
ZNXO99MSASJL,737,39.24,61.29,ZOQGODSQ
WW7KN0TTRHFP,6956,358.94,678.76,SCNJUVFR
92882KO3MOZG,5201,416.91,523.22,ZOQGODSQ
ABX68JEMGFUY,1407,130.84,144.32,IDTSLATK
LSOWQD603WVD,3136,465.54,620.1,RJVOUJCT
U2HK61MVOI1C,5629,452.82,786.1,LUVIKHIG
ZFCHRFJR2Q4G,5094,452.82,747.15,BUOPLBCJ
4AO7GKLKU7ZT,2032,113.64,130.69,TNBGXNKC
32PBGI36QBGN,4145,403.42,659.19,MRJAKYTF
ZJRN9OMIAALJ,4726,433.33,653.03,VCFXVKJQ
KE46VYSPZHD5,687,31.86,36.8,XYQVBOAQ
A6XVEV1V8HIH,3128,398.08,511.93,WNPVEYAW
5DW63TDI0IPN,3692,411.49,668.26,JPSKHNZQ
FLPVV7WEC4A5,3015,454.23,741.3,FHIMGLEY
UOS26YJ00XWH,287,9.66,12.78,OYIQXTGU
SVTOI8RQ0IKT,6553,364.07,562.85,IJHLHXKN
EMHJ8AOCPC9Z,2333,107.35,197.95,NOKKJHIF
YAO3SYGYLKPJ,6197,436.09,613.58,ALPISKWD
JIKQ36917HRE,1454,137.65,210.88,NENPWMRN
VT9CPXQ1JQW8,348,12.72,20.45,XYQVBOAQ
VH2PJLJHNBCF,4213,448.62,827.7,JPSKHNZQ
RCFKRSN6KJDP,613,39.75,44.2,TNBGXNKC
2DPOB8LR29YT,2430,124.99,151.49,QIJEYJNR
4WE1UQRVK4VI,3566,396.75,557.83,RJVOUJCT
85PAB40Z0DMW,2280,126.65,162.24,IDTSLATK
I2WCLLI0OF9Q,3343,380.92,465.1,XYQVBOAQ
PI1UC9T9NGJ9,1523,111.27,167.8,FLXUVLWD
